T,s,KL
1300,14,0.00471667588845313
1300,15,0.00487622343928581
1300,16,0.004143695886004175
1300,17,0.001696779233509737
1300,18,0.002737067641293114
1300,19,0.004792385101888263
1300,20,0.0031383352493021877
1300,21,0.0015730885715361947
1300,22,0.004233395025561597
1300,23,0.004781639815632092
1300,24,0.0038442515631923685
1300,25,0.00285010800270982
1300,26,0.004787300683996965
1300,27,0.008043510354187619
1300,28,0.007993220342908886
1300,29,0.005776206516255638
1300,30,0.005184168200998136
1300,31,0.007134585248435478
1300,32,0.0055647217202863496
1300,33,0.005367928660368201
1300,34,0.0021180894279469666
1300,35,0.0018017125144599087
1300,36,0.0030650131347938333
1300,37,0.009111049851978968
1300,38,0.0027155226070743658
1300,39,0.002688270178912411
1300,40,0.013743627443432068
1300,41,0.0034729347541638247
1300,42,0.00642444341590102
1300,43,0.009138268557854615
1300,44,0.0035402037658371554
1300,45,0.0035260354858150204
1300,46,0.002167880921354196
1300,47,0.0022086443422878323
1300,48,0.003123840293880408
1300,49,0.004402255657581535
1400,0,0.004523230291920019
1400,1,0.0018372773892428923
1400,2,0.0020157844902778843
1400,3,0.008836383452659682
1400,4,0.005460910143243458
1400,5,0.004627738760062735
1400,6,0.003057879510967498
1400,7,0.004945594680746316
1400,8,0.0016919169909545388
1400,9,0.007728419320093801
1400,10,0.0042026151769343646
1400,11,0.002279818008389967
1400,12,0.009272729138897557
1400,13,0.004701134841021085
1400,14,0.001923524917696706
1400,15,0.0048506495093145665
1400,16,0.008231619494502417
1400,17,0.004262668157793517
1400,18,0.005839879154738432
1400,19,0.003214913376995178
1400,20,0.0029395603628556335
1400,21,0.007196366720972731
1400,22,0.0034243089279572467
1400,23,0.004408940179330385
1400,24,0.0015380816839749003
1400,25,0.003186318905882163
1400,26,0.0038452786120937305
1400,27,0.005851482374839993
1400,28,0.005040888030828067
1400,29,0.006993109378286983
1400,30,0.0067647790312536996
1400,31,0.0028357063382383812
1400,32,0.005724455423028216
1400,33,0.009499781618042245
1400,34,0.005694849001679974
1400,35,0.0044704913826583694
1400,36,0.003604464326077988
1400,37,0.0044655667261327145
1400,38,0.0066484989651027955
1400,39,0.006514053634292711
1400,40,0.004145822486736654
1400,41,0.01006346487218895
1400,42,0.015519942678482423
1400,43,0.0023332703344736525
1400,44,0.002917514252563077
1400,45,0.004228657475414829
1400,46,0.0028558287439351153
1400,47,0.0032659968975047244
1400,48,0.004360212947980158
1400,49,0.0027903752621828747
1500,0,0.002208956286606927
1500,1,0.0016097422063915975
1500,2,0.00654210325004221
1500,3,0.0025229120921885333
1500,4,0.002097159383923148
1500,5,0.007749712551326856
1500,6,0.003001590644621167
1500,7,0.005874958504963722
1500,8,0.0030138623893161873
1500,9,0.0043014863749181315
1500,10,0.004087606061076323
1500,11,0.0024039637170404442
1500,12,0.006450305624747657
1500,13,0.0022152279788876547
1500,14,0.002583534819205628
1500,15,0.002588448490386752
1500,16,0.0027194213236540403
1500,17,0.002676975435146699
1500,18,0.0061227074661249405
1500,19,0.003097015841357081
1500,20,0.004932369848736439
1500,21,0.0032201153486603852
1500,22,0.0022291565042702644
1500,23,0.0025470254822776467
1500,24,0.0044904829738464215
1500,25,0.0021757978917962225
1500,26,0.007368374079217553
1500,27,0.0025091315238564343
1500,28,0.002605315720211175
1500,29,0.0092227565613288
1500,30,0.005106202445613699
1500,31,0.005907197994987517
1500,32,0.002693230991514733
1500,33,0.004467736621108464
1500,34,0.00327310454171888
1500,35,0.004535786169498348
1500,36,0.004811232759588705
1500,37,0.0014336010668585626
1500,38,0.00900749105970895
1500,39,0.01381441510468275
1500,40,0.0017323327131119326
1500,41,0.004678011890410149
1500,42,0.0045433518025502235
1500,43,0.0018250572326838123
1500,44,0.0021188646202969616
1500,45,0.0062155446708458935
1500,46,0.0016519191963649366
1500,47,0.011040252589554172
1500,48,0.004676495197744575
1500,49,0.005144672203240048
1600,0,0.002082877616538985
1600,1,0.009332243043910417
1600,2,0.0052920510771539385
1600,3,0.0036937372037758333
1600,4,0.005573413844849885
1600,5,0.001182544951850937
1600,6,0.005611517591651937
1600,7,0.002438000212237584
1600,8,0.006640444544969034
1600,9,0.00433270266040654
1600,10,0.0027553348187507837
1600,11,0.002182720912278721
1600,12,0.008766859603976223
1600,13,0.0010637018717111662
1600,14,0.002919444285208983
1600,15,0.007725290500794088
1600,16,0.003800051748560504
1600,17,0.013067002390188766
1600,18,0.0050100327042703115
1600,19,0.0018907997947121792
1600,20,0.007087223742958773
1600,21,0.011804479232898825
1600,22,0.0029172776250194405
1600,23,0.0019298973899327843
1600,24,0.002018911633830593
1600,25,0.0038256544789342668
1600,26,0.0022159952140289986
1600,27,0.002427064888397495
1600,28,0.004119747980207057
1600,29,0.003523047630636245
1600,30,0.0028403403928906087
1600,31,0.006724801845255873
1600,32,0.0027268092728744164
1600,33,0.0023505360246653386
1600,34,0.00591286967100653
1600,35,0.004378735577824792
1600,36,0.004808874825560218
1600,37,0.002906090018372876
1600,38,0.002001984055476189
1600,39,0.0035705440292516017
1600,40,0.0028513470762163923
1600,41,0.005260855423850403
1600,42,0.005824228202323314
1600,43,0.005339649462109018
1600,44,0.006992571080872487
1600,45,0.005953815585034368
1600,46,0.010988215766393509
1600,47,0.0016834966355522858
1600,48,0.004184496516274561
1600,49,0.006383873217342166
1700,0,0.004377827634287533
1700,1,0.0028100271549260374
1700,2,0.002011687734637314
1700,3,0.002815785142964171
1700,4,0.0029593600868288114
1700,5,0.009515249356987502
1700,6,0.0045378583264413545
1700,7,0.001794018240950833
1700,8,0.00634746827489718
1700,9,0.007867412737082252
1700,10,0.005345068585033502
1700,11,0.0030642514877696238
1700,12,0.0058999351834094155
1700,13,0.008461937672639445
1700,14,0.006461918906624148
1700,15,0.0037053636953180372
1700,16,0.006060893055570595
1700,17,0.003179831327362233
1700,18,0.0028796469597599196
1700,19,0.0017865171316089631
1700,20,0.002237987220031501
1700,21,0.0019455928150010485
1700,22,0.0030008605408609304
1700,23,0.0035224202731995342
1700,24,0.0012245735511882874
1700,25,0.004108536967114158
1700,26,0.004507478817208423
1700,27,0.0031323492615928563
1700,28,0.00810433259198174
1700,29,0.002531668241578407
1700,30,0.006289168055412766
1700,31,0.0033656906248249715
1700,32,0.0033816246647874796
1700,33,0.0066620733999635424
1700,34,0.0035679327980981013
1700,35,0.003240715927469267
1700,36,0.0028235558429738853
1700,37,0.0045762228315110775
1700,38,0.004790318136134288
1700,39,0.006387354914360757
1700,40,0.006763195810766865
1700,41,0.002160359908419752
1700,42,0.002617088821123009
1700,43,0.0044133201114335266
1700,44,0.0019017927850361403
1700,45,0.00860115980879847
1700,46,0.006083789627645164
1700,47,0.005368098489370953
1700,48,0.005473036988460372
1700,49,0.006107826675865688
1800,0,0.001630536414049858
1800,1,0.003189573289448774
1800,2,0.0017850679250483018
1800,3,0.0009826805339127427
1800,4,0.004023735918333209
1800,5,0.003901495290022498
1800,6,0.0020006995519606906
1800,7,0.004090256899410437
1800,8,0.0016782825158463636
1800,9,0.003560865710520418
1800,10,0.0036957409871971837
1800,11,0.0023963826809206587
1800,12,0.001983830604432229
1800,13,0.00562288232699422
1800,14,0.0021568085622440617
1800,15,0.003699150972448908
1800,16,0.004612702321036781
1800,17,0.004902701476060906
1800,18,0.005684019063458617
1800,19,0.003731386565105849
1800,20,0.003808005819184516
1800,21,0.002711897505406169
1800,22,0.0026001707271189477
1800,23,0.004698046760235191
1800,24,0.002936635536925844
1800,25,0.006185548564832122
1800,26,0.008158992169503262
1800,27,0.006277788890550611
1800,28,0.0016889903029083336
1800,29,0.0023727779787578347
1800,30,0.001495991624866494
1800,31,0.0019318443166779842
1800,32,0.0043857928372366736
1800,33,0.007862240576010189
1800,34,0.0014814677796685179
1800,35,0.0038090235953931006
1800,36,0.0020129198343546584
1800,37,0.001849265533220952
1800,38,0.00162119635969272
1800,39,0.0033577898851447907
1800,40,0.00653544362959672
1800,41,0.006610672492044517
1800,42,0.0033636245040269863
1800,43,0.002408530492882959
1800,44,0.003699916442546666
1800,45,0.003921881836169016
1800,46,0.0023811890538939506
1800,47,0.004512931453865713
1800,48,0.004602508973121566
1800,49,0.004099880522105489
1900,0,0.0027150176065925662
1900,1,0.0017752141322546421
1900,2,0.002675824114228587
1900,3,0.0027491848404443873
1900,4,0.0030447593995275033
1900,5,0.009895906825615844
1900,6,0.003310058474975697
1900,7,0.0050299363509961935
1900,8,0.004295514273605207
1900,9,0.0025088419378831244
1900,10,0.0051943834724560945
1900,11,0.0025487871661825853
1900,12,0.0034697215133746868
1900,13,0.0030264526310264097
1900,14,0.002076570735953689
1900,15,0.00431091546029507
1900,16,0.0018288260013410171
1900,17,0.003406780664555761
1900,18,0.005182657151073053
1900,19,0.003708139093488531
1900,20,0.002930492057820015
1900,21,0.0028701768170624623
1900,22,0.0017916195659720426
1900,23,0.00335685748851965
1900,24,0.0016403181605980323
1900,25,0.0018158535304260604
1900,26,0.0035446895452718096
1900,27,0.0013377197011067332
1900,28,0.001415899864796938
1900,29,0.0022646873944980267
1900,30,0.005809648745058312
1900,31,0.002183630618952315
1900,32,0.003560732335746934
1900,33,0.004052026774612771
1900,34,0.006389038404779007
1900,35,0.0032903146855830256
1900,36,0.003680018391450387
1900,37,0.002673368976977173
1900,38,0.002951662657808395
1900,39,0.0034275239915462627
1900,40,0.0026769685410847057
1900,41,0.0026086867610992746
1900,42,0.004704453475328264
1900,43,0.0076955048254331885
1900,44,0.003368434350692068
1900,45,0.0023680969403488505
1900,46,0.005668109339662069
1900,47,0.0022973634465062853
1900,48,0.004760616146544442
1900,49,0.0018557678419079918
2000,0,0.0010382157472361591
2000,1,0.003023975367380178
2000,2,0.003316602190430616
2000,3,0.006269865459200021
2000,4,0.004303097639557195
2000,5,0.003151957948076281
2000,6,0.002135412935653728
2000,7,0.0026328391076770276
2000,8,0.0020086429088749915
2000,9,0.002321363710993855
2000,10,0.003775824081144071
2000,11,0.003924826076653029
2000,12,0.003558785656441711
2000,13,0.002265613094787881
2000,14,0.0023539591295260245
2000,15,0.003595616322856243
