T,simNr,kernel,bandwidth,a,M1,S_T,data_reward,optimal_reward,regret
2800,6,gau,1/sqrt(T),1e-06,1e-06,207.09999999995662,442.1600966531321,481.76242997394894,39.602333320816854
2800,7,gau,1/sqrt(T),1e-06,1e-06,200.36999999996274,400.90389996300036,440.22285858138946,39.318958618389104
2800,8,gau,1/sqrt(T),1e-06,1e-06,204.67999999995882,443.8159461492034,472.55600513528015,28.740058986076747
2800,9,gau,1/sqrt(T),1e-06,1e-06,199.47999999996355,470.1096701049005,505.107630284547,34.9979601796465
2900,0,gau,1/sqrt(T),1e-06,1e-06,205.75999999995784,463.976911078213,493.4451702415785,29.46825916336553
2900,1,gau,1/sqrt(T),1e-06,1e-06,203.57999999995982,468.27546392073816,500.50137392287814,32.22591000213998
2900,2,gau,1/sqrt(T),1e-06,1e-06,204.499999999959,431.69882606557695,471.13288115459125,39.434055089014294
2900,3,gau,1/sqrt(T),1e-06,1e-06,204.52999999995896,428.29214701901736,465.7877905338756,37.495643514858216
2900,4,gau,1/sqrt(T),1e-06,1e-06,204.489999999959,430.3503171841835,478.1267064370206,47.77638925283708
2900,5,gau,1/sqrt(T),1e-06,1e-06,207.6799999999561,421.4483127080172,461.9831137432697,40.534801035252485
2900,6,gau,1/sqrt(T),1e-06,1e-06,213.03999999995122,446.16324549218524,486.8157314260392,40.65248593385394
2900,7,gau,1/sqrt(T),1e-06,1e-06,237.86999999992864,452.0678373614289,507.98561817176756,55.917780810338684
2900,8,gau,1/sqrt(T),1e-06,1e-06,205.579999999958,464.36850024633935,509.7256142309647,45.35711398462536
2900,9,gau,1/sqrt(T),1e-06,1e-06,210.9699999999531,447.14215627876183,478.17012839382846,31.027972115066632
3000,0,gau,1/sqrt(T),1e-06,1e-06,207.9099999999559,446.04714724313504,484.9491946513525,38.90204740821747
3000,1,gau,1/sqrt(T),1e-06,1e-06,213.41999999995087,498.58990932206564,533.1640857746992,34.57417645263354
3000,2,gau,1/sqrt(T),1e-06,1e-06,210.94999999995312,468.90947509792557,506.76170732340796,37.852232225482396
3000,3,gau,1/sqrt(T),1e-06,1e-06,212.47999999995173,466.83987423201916,509.1995994749277,42.35972524290855
3000,4,gau,1/sqrt(T),1e-06,1e-06,208.1299999999557,477.7170401984834,515.5524040966184,37.83536389813497
3000,5,gau,1/sqrt(T),1e-06,1e-06,209.56999999995438,479.9699859405663,513.6254387496526,33.65545280908634
3000,6,gau,1/sqrt(T),1e-06,1e-06,209.38999999995454,442.4829075397953,479.6277302838853,37.14482274408999
3000,7,gau,1/sqrt(T),1e-06,1e-06,209.58999999995436,476.93945180099075,513.9984319474482,37.058980146457486
3000,8,gau,1/sqrt(T),1e-06,1e-06,209.1099999999548,455.9698619668895,494.2908005204212,38.32093855353173
3000,9,gau,1/sqrt(T),1e-06,1e-06,212.76999999995147,491.1523709271159,511.72313765681133,20.570766729695436
3100,0,gau,1/sqrt(T),1e-06,1e-06,226.71999999993878,513.1032169920286,556.4797853988291,43.376568406800516
3100,1,gau,1/sqrt(T),1e-06,1e-06,242.71999999992423,450.92073143957236,506.5217839795741,55.60105254000172
3100,2,gau,1/sqrt(T),1e-06,1e-06,213.20999999995107,469.7696161702065,515.5817351535552,45.81211898334868
3100,3,gau,1/sqrt(T),1e-06,1e-06,229.48999999993626,439.59989487573523,485.24465411711134,45.64475924137611
3100,4,gau,1/sqrt(T),1e-06,1e-06,213.4899999999508,491.12489356811705,528.0532844565757,36.928390888458694
3100,5,gau,1/sqrt(T),1e-06,1e-06,234.169999999932,481.4543715030238,529.2460432000581,47.7916716970343
3100,6,gau,1/sqrt(T),1e-06,1e-06,215.67999999994882,480.6001566718475,526.406022456071,45.8058657842235
3100,7,gau,1/sqrt(T),1e-06,1e-06,223.25999999994193,479.7175315947208,525.6801543276327,45.96262273291194
3100,8,gau,1/sqrt(T),1e-06,1e-06,215.49999999994898,478.5928350379959,513.6114965236563,35.01866148566046
3100,9,gau,1/sqrt(T),1e-06,1e-06,223.30999999994188,521.0358338035697,566.3154068951118,45.279573091542034
3200,0,gau,1/sqrt(T),1e-06,1e-06,234.9299999999313,486.0994542222643,517.8582365946535,31.75878237238919
3200,1,gau,1/sqrt(T),1e-06,1e-06,224.57999999994072,508.1288363929996,549.5639055775217,41.43506918452215
3200,2,gau,1/sqrt(T),1e-06,1e-06,221.23999999994376,534.7810107559128,571.1565233375621,36.37551258164933
3200,3,gau,1/sqrt(T),1e-06,1e-06,218.08999999994663,510.31831433999247,543.3217952270319,33.003480887039416
3200,4,gau,1/sqrt(T),1e-06,1e-06,222.98999999994217,476.088484343391,501.0947537597728,25.006269416381826
3200,5,gau,1/sqrt(T),1e-06,1e-06,219.72999999994514,496.8328665291772,538.0127781557302,41.17991162655301
3200,6,gau,1/sqrt(T),1e-06,1e-06,221.4099999999436,500.60888262011844,536.4479960672054,35.83911344708696
3200,7,gau,1/sqrt(T),1e-06,1e-06,220.00999999994488,521.4101649610801,555.7982208240877,34.388055863007594
3200,8,gau,1/sqrt(T),1e-06,1e-06,225.31999999994005,491.9692881662372,537.9823151156629,46.013026949425694
3200,9,gau,1/sqrt(T),1e-06,1e-06,217.50999999994715,529.2907698129496,560.2552210997499,30.964451286800227
3300,0,gau,1/sqrt(T),1e-06,1e-06,224.01999999994123,491.4639130238784,533.2027587852482,41.73884576136982
3300,1,gau,1/sqrt(T),1e-06,1e-06,227.33999999993821,520.9763969811855,557.2246322900739,36.24823530888841
3300,2,gau,1/sqrt(T),1e-06,1e-06,221.91999999994314,546.987072643829,579.6497104738007,32.662637829971686
3300,3,gau,1/sqrt(T),1e-06,1e-06,227.94999999993766,557.5256717766121,600.9673302812242,43.44165850461218
3300,4,gau,1/sqrt(T),1e-06,1e-06,223.9499999999413,499.9107245810436,554.0089055964561,54.09818101541248
3300,5,gau,1/sqrt(T),1e-06,1e-06,226.98999999993853,501.493756162292,561.7943914148593,60.300635252567304
3300,6,gau,1/sqrt(T),1e-06,1e-06,226.40999999993906,533.3884041704443,562.2673107114603,28.87890654101591
3300,7,gau,1/sqrt(T),1e-06,1e-06,223.2999999999419,468.84455479847827,515.5993978766319,46.75484307815361
3300,8,gau,1/sqrt(T),1e-06,1e-06,223.01999999994214,490.9618007059487,540.9414260893315,49.97962538338277
3300,9,gau,1/sqrt(T),1e-06,1e-06,222.56999999994255,534.4572724014193,572.8888179318129,38.43154553039358
3400,0,gau,1/sqrt(T),1e-06,1e-06,238.98999999992762,569.5675589089046,599.2756166178572,29.708057708952538
3400,1,gau,1/sqrt(T),1e-06,1e-06,231.4099999999345,547.7082827024832,584.5350061045175,36.826723402034304
3400,2,gau,1/sqrt(T),1e-06,1e-06,225.79999999993962,531.3454256124784,577.8681544755052,46.52272886302683
3400,3,gau,1/sqrt(T),1e-06,1e-06,240.29999999992643,549.9815005431573,586.6458886013452,36.66438805818791
3400,4,gau,1/sqrt(T),1e-06,1e-06,237.39999999992907,519.3133756250099,548.7447420381152,29.431366413105252
3400,5,gau,1/sqrt(T),1e-06,1e-06,226.0299999999394,493.9608756121936,527.9608873935507,34.0000117813571
3400,6,gau,1/sqrt(T),1e-06,1e-06,239.82999999992686,512.1882142060754,543.4430300702805,31.25481586420517
3400,7,gau,1/sqrt(T),1e-06,1e-06,232.34999999993366,517.03724032067,565.3828818498741,48.34564152920416
3400,8,gau,1/sqrt(T),1e-06,1e-06,234.169999999932,512.2969708104199,558.4426907687712,46.145719958351265
3400,9,gau,1/sqrt(T),1e-06,1e-06,228.51999999993714,550.1685105196609,591.9990964742063,41.83058595454543
3500,0,gau,1/sqrt(T),1e-06,1e-06,243.6399999999234,545.6473372744621,590.0573789411221,44.41004166666005
3500,1,gau,1/sqrt(T),1e-06,1e-06,235.31999999993096,503.5183238773337,543.0454912355829,39.52716735824913
3500,2,gau,1/sqrt(T),1e-06,1e-06,237.49999999992897,518.2073108552062,563.6959992696914,45.48868841448518
3500,3,gau,1/sqrt(T),1e-06,1e-06,231.94999999993402,554.600045534179,620.144297811734,65.54425227755496
3500,4,gau,1/sqrt(T),1e-06,1e-06,232.35999999993365,539.5676693268894,571.1807349271846,31.613065600295272
3500,5,gau,1/sqrt(T),1e-06,1e-06,231.76999999993419,531.5280247114197,572.5323584418826,41.00433373046292
3500,6,gau,1/sqrt(T),1e-06,1e-06,230.879999999935,521.3914443900275,570.0202766626818,48.628832272654336
3500,7,gau,1/sqrt(T),1e-06,1e-06,230.869999999935,547.3238410958234,598.6432368912017,51.31939579537834
3500,8,gau,1/sqrt(T),1e-06,1e-06,232.67999999993336,551.0234872543805,610.2694327260024,59.245945471621894
3500,9,gau,1/sqrt(T),1e-06,1e-06,234.36999999993182,575.1214001393312,632.9185669188329,57.79716677950171
3600,0,gau,1/sqrt(T),1e-06,1e-06,239.9999999999267,554.70828919739,599.5774005462968,44.86911134890681
3600,1,gau,1/sqrt(T),1e-06,1e-06,241.82999999992504,518.0707910599368,547.1554167208751,29.084625660938286
3600,2,gau,1/sqrt(T),1e-06,1e-06,237.93999999992857,573.3016113617088,616.0337817102084,42.73217034849961
3600,3,gau,1/sqrt(T),1e-06,1e-06,236.31999999993005,552.7864350202402,607.9052638746092,55.118828854368985
3600,4,gau,1/sqrt(T),1e-06,1e-06,241.3299999999255,576.5070655113979,633.0075427728801,56.500477261482274
3600,5,gau,1/sqrt(T),1e-06,1e-06,238.43999999992812,559.6163754435869,609.6808165461581,50.06444110257121
3600,6,gau,1/sqrt(T),1e-06,1e-06,237.1299999999293,556.6436043786254,613.1379839697347,56.49437959110935
3600,7,gau,1/sqrt(T),1e-06,1e-06,250.7799999999169,581.2022319483613,621.487148624132,40.28491667577077
3600,8,gau,1/sqrt(T),1e-06,1e-06,235.28999999993098,607.7614183265272,646.8371207017163,39.07570237518917
3600,9,gau,1/sqrt(T),1e-06,1e-06,235.86999999993046,565.6575010723036,614.3035404091569,48.64603933685328
3700,0,gau,1/sqrt(T),1e-06,1e-06,239.93999999992675,552.2504834364881,598.8191361441076,46.568652707619435
3700,1,gau,1/sqrt(T),1e-06,1e-06,265.6399999999034,592.7010161299623,642.7958895771148,50.09487344715251
3700,2,gau,1/sqrt(T),1e-06,1e-06,253.2099999999147,579.4111158157413,643.8009069945563,64.38979117881502
3700,3,gau,1/sqrt(T),1e-06,1e-06,243.59999999992343,561.9784119063647,610.7145629516298,48.736151045265046
3700,4,gau,1/sqrt(T),1e-06,1e-06,245.58999999992162,580.3587543745606,627.7075242482443,47.34876987368375
3700,5,gau,1/sqrt(T),1e-06,1e-06,239.51999999992714,567.2858311089946,613.073191799488,45.787360690493415
3700,6,gau,1/sqrt(T),1e-06,1e-06,240.84999999992593,620.0547486466571,655.0069107700737,34.95216212341654
3700,7,gau,1/sqrt(T),1e-06,1e-06,255.10999999991296,579.5746949818147,617.8687365681129,38.29404158629825
3700,8,gau,1/sqrt(T),1e-06,1e-06,245.7199999999215,586.43063465692,622.8836627189231,36.45302806200311
3700,9,gau,1/sqrt(T),1e-06,1e-06,243.7299999999233,576.3025221568778,625.6325365201471,49.330014363269356
3800,0,gau,1/sqrt(T),1e-06,1e-06,245.3899999999218,583.555834164355,620.407177980223,36.85134381586795
3800,1,gau,1/sqrt(T),1e-06,1e-06,252.28999999991552,616.8016808224967,653.3787031891471,36.57702236665045
3800,2,gau,1/sqrt(T),1e-06,1e-06,263.50999999990535,592.1808121828192,636.6505480884338,44.469735905614584
3800,3,gau,1/sqrt(T),1e-06,1e-06,255.80999999991232,588.0178993441916,642.3393657966875,54.32146645249588
3800,4,gau,1/sqrt(T),1e-06,1e-06,252.7399999999151,564.985851089812,629.2656536650413,64.27980257522938
3800,5,gau,1/sqrt(T),1e-06,1e-06,249.94999999991765,617.1082808386138,651.3377803217137,34.22949948309986
3800,6,gau,1/sqrt(T),1e-06,1e-06,250.50999999991714,589.0850399831938,622.4860788813272,33.40103889813338
3800,7,gau,1/sqrt(T),1e-06,1e-06,247.10999999992023,558.2436117579383,595.1231047604108,36.879493002472486
3800,8,gau,1/sqrt(T),1e-06,1e-06,247.61999999991977,638.62382955596,682.9681617144191,44.34433215845911
3800,9,gau,1/sqrt(T),1e-06,1e-06,252.27999999991553,559.8959269763869,621.1195366341858,61.223609657798875
3900,0,gau,1/sqrt(T),1e-06,1e-06,256.70999999991153,637.2031383607231,702.8599325406256,65.65679417990248
3900,1,gau,1/sqrt(T),1e-06,1e-06,255.43999999991266,593.8045149601469,643.9428335491399,50.138318588993
3900,2,gau,1/sqrt(T),1e-06,1e-06,254.02999999991394,577.1884880099998,619.5657766222705,42.37728861227072
3900,3,gau,1/sqrt(T),1e-06,1e-06,253.65999999991428,640.1901023904271,683.1543326961655,42.9642303057384
3900,4,gau,1/sqrt(T),1e-06,1e-06,248.28999999991916,604.8321847149039,660.8217875874084,55.98960287250452
3900,5,gau,1/sqrt(T),1e-06,1e-06,251.23999999991648,624.0392434920782,666.1182320028564,42.07898851077823
3900,6,gau,1/sqrt(T),1e-06,1e-06,249.0099999999185,593.5774641407439,626.5223578964875,32.94489375574358
3900,7,gau,1/sqrt(T),1e-06,1e-06,248.1499999999193,582.8666559012893,617.7190753183776,34.8524194170883
3900,8,gau,1/sqrt(T),1e-06,1e-06,250.93999999991675,640.2352897723047,678.3240459809167,38.08875620861204
3900,9,gau,1/sqrt(T),1e-06,1e-06,252.91999999991495,601.0128726410325,648.5893424658769,47.57646982484448
4000,0,gau,1/sqrt(T),1e-06,1e-06,253.67999999991426,623.5595155954707,662.3199338406139,38.76041824514323
4000,1,gau,1/sqrt(T),1e-06,1e-06,254.30999999991369,648.523872639981,688.2196035449771,39.695730904996026
4000,2,gau,1/sqrt(T),1e-06,1e-06,265.2099999999038,593.8913052533256,653.950299358578,60.058994105252395
4000,3,gau,1/sqrt(T),1e-06,1e-06,257.66999999991066,598.141265446848,660.1497375546517,62.00847210780364
4000,4,gau,1/sqrt(T),1e-06,1e-06,252.38999999991543,612.264429012845,672.7659049046467,60.50147589180176
4000,5,gau,1/sqrt(T),1e-06,1e-06,260.97999999990765,643.5854993898681,694.2060079116676,50.62050852179948
4000,6,gau,1/sqrt(T),1e-06,1e-06,259.86999999990866,666.672679723831,724.8320263762803,58.159346652449244
4000,7,gau,1/sqrt(T),1e-06,1e-06,255.12999999991294,632.6742261369379,683.0674136649126,50.393187527974646
4000,8,gau,1/sqrt(T),1e-06,1e-06,258.1799999999102,617.0336800569136,691.2654971886341,74.2318171317205
4000,9,gau,1/sqrt(T),1e-06,1e-06,255.3999999999127,640.7490847017044,688.1072601448321,47.35817544312772
4100,0,gau,1/sqrt(T),1e-06,1e-06,257.87999999991047,625.5213027131704,666.333612311204,40.81230959803361
4100,1,gau,1/sqrt(T),1e-06,1e-06,262.20999999990653,658.5532953714353,702.2387748717207,43.685479500285396
4100,2,gau,1/sqrt(T),1e-06,1e-06,262.6999999999061,636.8778283443455,715.7908704040414,78.91304205969584
4100,3,gau,1/sqrt(T),1e-06,1e-06,257.6399999999107,703.2061883315664,754.5460464636066,51.33985813204015
4100,4,gau,1/sqrt(T),1e-06,1e-06,257.78999999991055,669.3439180602065,723.288298881892,53.94438082168551
4100,5,gau,1/sqrt(T),1e-06,1e-06,258.56999999990984,620.7470863820873,676.4972770324724,55.75019065038509
4100,6,gau,1/sqrt(T),1e-06,1e-06,264.2399999999047,654.3811216443214,699.4317708009697,45.05064915664832
4100,7,gau,1/sqrt(T),1e-06,1e-06,259.2999999999092,657.659883101021,715.6492160539163,57.989332952895325
4100,8,gau,1/sqrt(T),1e-06,1e-06,260.3799999999082,676.1878575847682,722.6150849071716,46.427227322403496
4100,9,gau,1/sqrt(T),1e-06,1e-06,258.8599999999096,646.432312716495,681.6932465277891,35.260933811294194
4200,0,gau,1/sqrt(T),1e-06,1e-06,260.3499999999082,638.1034895194325,682.2131224039125,44.10963288447999
4200,1,gau,1/sqrt(T),1e-06,1e-06,273.5399999998962,690.1629020302139,735.0933814247694,44.930479394555505
4200,2,gau,1/sqrt(T),1e-06,1e-06,266.1799999999029,660.3397891465875,706.3477340726345,46.007944926047
4200,3,gau,1/sqrt(T),1e-06,1e-06,260.599999999908,623.877270936127,678.8249395859604,54.947668649833304
4200,4,gau,1/sqrt(T),1e-06,1e-06,263.4399999999054,655.256114224683,702.3011202152481,47.04500599056519
4200,5,gau,1/sqrt(T),1e-06,1e-06,269.5799999998998,653.3085654464807,701.4607299994972,48.15216455301652
4200,6,gau,1/sqrt(T),1e-06,1e-06,262.16999999990657,666.1493084030236,710.3556312231005,44.206322820076934
4200,7,gau,1/sqrt(T),1e-06,1e-06,267.4999999999017,673.4287230308469,722.6334652846577,49.20474225381088
4200,8,gau,1/sqrt(T),1e-06,1e-06,262.1499999999066,592.8313882796751,655.2618998081488,62.43051152847363
4200,9,gau,1/sqrt(T),1e-06,1e-06,261.18999999990746,678.5965520244109,727.2937067273143,48.69715470290339
4300,0,gau,1/sqrt(T),1e-06,1e-06,265.15999999990385,688.7567447167623,733.1104155226773,44.35367080591493
4300,1,gau,1/sqrt(T),1e-06,1e-06,267.3899999999018,636.3357900161366,705.3254623090602,68.98967229292361
4300,2,gau,1/sqrt(T),1e-06,1e-06,266.6699999999025,709.7609156868515,766.0098798909107,56.248964204059234
4300,3,gau,1/sqrt(T),1e-06,1e-06,274.69999999989517,679.0430311518696,738.6919352936634,59.648904141793764
4300,4,gau,1/sqrt(T),1e-06,1e-06,266.34999999990276,651.464303331457,690.026492017985,38.562188686527975
4300,5,gau,1/sqrt(T),1e-06,1e-06,268.32999999990096,677.9513837727504,750.5106072477158,72.55922347496539
4300,6,gau,1/sqrt(T),1e-06,1e-06,266.2999999999028,693.1399204645575,746.3896218558767,53.24970139131926
4300,7,gau,1/sqrt(T),1e-06,1e-06,264.5599999999044,651.3892396462653,711.3270783337855,59.937838687520184
4300,8,gau,1/sqrt(T),1e-06,1e-06,265.15999999990385,664.5463039297281,704.1496632778211,39.60335934809302
4300,9,gau,1/sqrt(T),1e-06,1e-06,272.75999999989693,684.6388923745221,729.6064582520447,44.96756587752259
4400,0,gau,1/sqrt(T),1e-06,1e-06,278.90999999989134,687.2598775187128,746.7799363923415,59.52005887362873
4400,1,gau,1/sqrt(T),1e-06,1e-06,272.4699999998972,707.9765453785695,749.6811409217672,41.704595543197684
4400,2,gau,1/sqrt(T),1e-06,1e-06,275.04999999989485,672.2952120048568,724.051609849479,51.75639784462214
4400,3,gau,1/sqrt(T),1e-06,1e-06,270.3599999998991,738.4726131892442,796.8816933869123,58.40908019766812
4400,4,gau,1/sqrt(T),1e-06,1e-06,269.1999999999002,686.6712373304027,736.962965593194,50.29172826279125
4400,5,gau,1/sqrt(T),1e-06,1e-06,277.00999999989307,744.578348921527,792.2130404280243,47.63469150649735
4400,6,gau,1/sqrt(T),1e-06,1e-06,269.66999999989974,629.3073621784258,695.6763319624433,66.36896978401751
4400,7,gau,1/sqrt(T),1e-06,1e-06,269.22999999990014,692.839112545618,740.7302757529627,47.891163207344675
4400,8,gau,1/sqrt(T),1e-06,1e-06,277.89999999989226,692.9259852783186,754.055888207819,61.129902929500304
4400,9,gau,1/sqrt(T),1e-06,1e-06,274.62999999989523,726.5115873411413,772.7551384178715,46.24355107673023
4500,0,gau,1/sqrt(T),1e-06,1e-06,277.5199999998926,712.8034816310017,768.2896473874604,55.48616575645872
4500,1,gau,1/sqrt(T),1e-06,1e-06,285.83999999988504,684.5272034102901,731.8155406529644,47.28833724267429
4500,2,gau,1/sqrt(T),1e-06,1e-06,279.4999999998908,697.6684988031478,747.2401027080307,49.57160390488286
4500,3,gau,1/sqrt(T),1e-06,1e-06,274.6399999998952,735.2053419770588,779.822558687141,44.61721671008229
4500,4,gau,1/sqrt(T),1e-06,1e-06,276.93999999989313,733.3178886864713,781.8364972292392,48.51860854276788
4500,5,gau,1/sqrt(T),1e-06,1e-06,275.4099999998945,736.0498865078139,787.7487865033924,51.69889999557847
4500,6,gau,1/sqrt(T),1e-06,1e-06,274.40999999989543,724.0068660078203,775.7717157060595,51.76484969823912
4500,7,gau,1/sqrt(T),1e-06,1e-06,284.08999999988663,693.1672930293215,723.338753722606,30.17146069328453
4500,8,gau,1/sqrt(T),1e-06,1e-06,283.31999999988733,715.9922355350423,755.9312563260478,39.93902079100553
4500,9,gau,1/sqrt(T),1e-06,1e-06,274.7999999998951,704.4947173286946,750.3812699022066,45.88655257351195
4600,0,gau,1/sqrt(T),1e-06,1e-06,282.8099999998878,746.5948832224614,780.8412253471707,34.24634212470937
4600,1,gau,1/sqrt(T),1e-06,1e-06,277.8599999998923,690.7603628356959,754.4275516518628,63.66718881616691
4600,2,gau,1/sqrt(T),1e-06,1e-06,284.8699999998859,748.8323428545159,803.6871074110879,54.854764556572036
4600,3,gau,1/sqrt(T),1e-06,1e-06,278.5099999998917,731.4142047245388,772.5909404133812,41.17673568884243
4600,4,gau,1/sqrt(T),1e-06,1e-06,280.4799999998899,700.4219623191894,739.0472956033688,38.625333284179305
4600,5,gau,1/sqrt(T),1e-06,1e-06,277.9899999998922,700.7452959152149,754.839839325267,54.0945434100521
4600,6,gau,1/sqrt(T),1e-06,1e-06,278.45999999989175,728.1886377305877,781.6169183613401,53.4282806307524
4600,7,gau,1/sqrt(T),1e-06,1e-06,291.1899999998802,695.8046523084771,757.6602696127426,61.85561730426548
4600,8,gau,1/sqrt(T),1e-06,1e-06,287.0799999998839,696.85430604995,735.3377409212135,38.48343487126351
4600,9,gau,1/sqrt(T),1e-06,1e-06,279.8299999998905,718.9224463889856,769.734791397079,50.812345008093416
4700,0,gau,1/sqrt(T),1e-06,1e-06,287.3099999998837,719.087235305306,774.4494202895147,55.36218498420874
4700,1,gau,1/sqrt(T),1e-06,1e-06,281.1599999998893,699.6289578460869,756.1874824158496,56.55852456976265
4700,2,gau,1/sqrt(T),1e-06,1e-06,282.84999999988776,767.8981807070312,821.6378590235299,53.739678316498726
4700,3,gau,1/sqrt(T),1e-06,1e-06,285.17999999988564,740.5323632106721,798.8292758609824,58.29691265031033
4700,4,gau,1/sqrt(T),1e-06,1e-06,284.94999999988585,747.2243682222486,790.4765182013834,43.252149979134856
4700,5,gau,1/sqrt(T),1e-06,1e-06,288.6399999998825,732.7341517844796,782.1314282103954,49.39727642591572
4700,6,gau,1/sqrt(T),1e-06,1e-06,292.19999999987925,739.6588707908703,790.5510132954377,50.892142504567346
4700,7,gau,1/sqrt(T),1e-06,1e-06,283.4699999998872,752.6353289555531,795.0526190131908,42.41729005763773
4700,8,gau,1/sqrt(T),1e-06,1e-06,288.02999999988305,737.4148496566983,786.4382833257466,49.02343366904836
4700,9,gau,1/sqrt(T),1e-06,1e-06,282.97999999988764,746.4998549081139,804.6488715165203,58.14901660840644
4800,0,gau,1/sqrt(T),1e-06,1e-06,293.4499999998781,773.1129841353534,812.8379851746469,39.72500103929349
4800,1,gau,1/sqrt(T),1e-06,1e-06,296.06999999987573,763.7803779463044,809.8958756159392,46.115497669634806
4800,2,gau,1/sqrt(T),1e-06,1e-06,297.8599999998741,772.5718960975993,825.8291077424288,53.25721164482957
4800,3,gau,1/sqrt(T),1e-06,1e-06,287.3399999998837,759.3894141645808,815.9871451760877,56.59773101150688
4800,4,gau,1/sqrt(T),1e-06,1e-06,286.24999999988466,751.0341284009456,799.7336939393266,48.699565538380966
4800,5,gau,1/sqrt(T),1e-06,1e-06,286.0999999998848,724.8791179826832,784.1857761833243,59.306658200641095
4800,6,gau,1/sqrt(T),1e-06,1e-06,286.0999999998848,782.477876691475,839.5901277383925,57.11225104691755
4800,7,gau,1/sqrt(T),1e-06,1e-06,289.11999999988205,795.4208519762344,847.0046475184195,51.583795542185044
4800,8,gau,1/sqrt(T),1e-06,1e-06,285.59999999988526,735.5788775876127,796.6445008424267,61.065623254814
4800,9,gau,1/sqrt(T),1e-06,1e-06,313.38999999986,775.9352646600167,816.9289574180398,40.99369275802303
4900,0,gau,1/sqrt(T),1e-06,1e-06,291.44999999987994,774.6931073040263,833.9899446575841,59.29683735355786
4900,1,gau,1/sqrt(T),1e-06,1e-06,298.34999999987366,746.8990307645353,805.6317327614557,58.73270199692047
4900,2,gau,1/sqrt(T),1e-06,1e-06,289.00999999988215,778.2574673293244,817.0805338809514,38.823066551626994
4900,3,gau,1/sqrt(T),1e-06,1e-06,314.7899999998587,744.8765317082073,802.239450294248,57.36291858604068
4900,4,gau,1/sqrt(T),1e-06,1e-06,295.3499999998764,785.5083722026534,836.9370752150396,51.42870301238622
4900,5,gau,1/sqrt(T),1e-06,1e-06,296.93999999987494,795.154625353983,831.0538332851953,35.899207931212345
4900,6,gau,1/sqrt(T),1e-06,1e-06,290.5899999998807,733.5539423373269,783.1318948653893,49.57795252806238
4900,7,gau,1/sqrt(T),1e-06,1e-06,290.269999999881,795.137177831571,835.8465302402436,40.70935240867266
4900,8,gau,1/sqrt(T),1e-06,1e-06,293.20999999987833,758.5287341225367,802.2852593655313,43.7565252429946
4900,9,gau,1/sqrt(T),1e-06,1e-06,295.9999999998758,760.5124328146431,807.2241509714353,46.71171815679213
5000,0,gau,1/sqrt(T),1e-06,1e-06,292.8999999998786,798.3457296363265,842.6338547837641,44.288125147437654
5000,1,gau,1/sqrt(T),1e-06,1e-06,296.50999999987533,815.7400969660708,867.6437808281581,51.90368386208729
5000,2,gau,1/sqrt(T),1e-06,1e-06,293.53999999987803,789.6524998574416,834.4092995397795,44.75679968233783
5000,3,gau,1/sqrt(T),1e-06,1e-06,306.28999999986644,788.5740489129555,852.2159563511728,63.641907438217345
5000,4,gau,1/sqrt(T),1e-06,1e-06,292.54999999987893,834.0656180015236,881.6742973236022,47.608679322078615
5000,5,gau,1/sqrt(T),1e-06,1e-06,292.28999999987917,767.9547813070457,819.3198341927106,51.36505288566491
5000,6,gau,1/sqrt(T),1e-06,1e-06,294.0299999998776,787.8751125468003,832.8220435298629,44.94693098306254
5000,7,gau,1/sqrt(T),1e-06,1e-06,301.86999999987046,824.0401999813487,889.317271949541,65.27707196819233
5000,8,gau,1/sqrt(T),1e-06,1e-06,292.6799999998788,821.9292652215132,865.4585728413288,43.52930761981554
5000,9,gau,1/sqrt(T),1e-06,1e-06,294.7799999998769,804.7562130370477,840.2024506189355,35.44623758188777
